user_id,item_id,rating,Timestamp
1708,4,1,974706836
3822,168,1,965941534
2398,97,1,974266518
1946,92,1,974692207
2856,925,1,972509433
1612,89,1,974732471
3176,534,1,968788809
743,192,1,975471207
752,27,1,975463034
1799,84,1,974742260
3107,843,1,969491225
4484,1757,1,965016895
1245,1711,1,975929117
4020,392,1,965524011
3864,635,1,965853709
842,529,1,975376104
5185,758,1,961727722
3286,629,1,968104813
2377,1152,1,974331434
1339,194,1,974783983
2418,1455,1,974301731
4421,418,1,965118984
1675,784,1,974795321
3095,32,1,969643418
213,1423,1,976899426
5529,647,1,959622871
4084,1935,1,967747914
267,812,1,976647497
3822,1155,1,965945622
423,636,1,976546639
3066,1059,1,1003864175
1342,769,1,975368071
1592,815,1,974754756
3560,565,1,966795483
730,1656,1,975531064
4139,2980,1,965351210
215,244,1,976868672
2115,699,1,974649791
5752,186,1,958272296
1032,997,1,974996599
1901,259,1,974762410
1888,769,1,976400163
672,2329,1,975618769
277,2377,1,976586936
2101,808,1,974654544
5162,166,1,961950961
3820,1922,1,965944754
1959,686,1,975458588
4507,436,1,964984989
5889,587,1,957469278
5034,272,1,962552534
4741,1808,1,963331093
3994,58,1,966189884
4507,850,1,964982097
5842,582,1,957805550
1641,44,1,974713811
2788,587,1,972949401
2588,19,1,973863518
5363,1528,1,960502516
5954,1154,1,957108741
1730,97,1,974704565
4631,755,1,964039765
1180,681,1,974948522
2025,1795,1,974672747
530,140,1,994346883
4421,336,1,965788559
3841,298,1,965916517
4084,290,1,965434940
2090,272,1,974655121
5099,675,1,962716805
3421,90,1,967361791
5492,89,1,959813384
3016,819,1,1007271261
3419,1982,1,990720319
395,275,1,976296066
5887,153,1,957479132
3506,1925,1,967154516
1150,970,1,974870673
1500,2146,1,975354622
371,131,1,980449292
3957,2093,1,965674848
6006,552,1,956789316
2608,829,1,973726495
2813,1070,1,972703512
4376,1058,1,965176977
727,280,1,975514571
1623,117,1,975589929
2303,38,1,974495300
3355,1106,1,967697954
2664,614,1,973451934
3647,1920,1,994800012
4851,85,1,962849786
5904,1425,1,957376673
3960,754,1,967226034
4636,140,1,964031015
5628,210,1,959023678
4151,434,1,965341272
460,489,1,976229399
5079,1145,1,962412746
5494,363,1,959810954
4978,696,1,962599360
4807,1832,1,962949468
2117,524,1,974647461
1245,376,1,975634761
4155,322,1,965690989
520,738,1,976198666
308,155,1,976485101
2340,642,1,974418777
3703,758,1,967077252
1757,1322,1,974787433
263,1698,1,976712775
3511,1936,1,967482125
1438,2324,1,974757524
64,891,1,986615200
211,1289,1,976905547
2049,978,1,975524405
5989,792,1,956868909
995,762,1,976433865
3271,625,1,968204488
5351,22,1,960649241
2184,1283,1,975364725
2678,94,1,973402937
5336,656,1,960746706
2751,592,1,973196970
1679,2339,1,974710127
1605,519,1,974736014
3235,633,1,968358700
5106,1459,1,962336837
2058,456,1,974756147
1076,1517,1,974999409
3190,555,1,968652707
5411,843,1,960241494
1830,515,1,974701666
2072,331,1,974659080
2179,635,1,974610654
2412,1251,1,974246569
4143,1383,1,965347114
779,606,1,975435487
5945,1109,1,957194161
3649,2840,1,966461349
2482,1610,1,974146101
5366,758,1,960500871
4472,177,1,965073466
2020,715,1,974673144
2176,656,1,974612060
2604,1080,1,973748614
3538,1595,1,966927399
1740,217,1,974707382
636,62,1,975739131
4522,743,1,964816757
903,911,1,980206157
1716,546,1,993455348
4604,27,1,964205236
5353,407,1,960597680
5269,1149,1,961164117
5361,1922,1,960514699
2598,612,1,973796776
2261,22,1,974582963
1000,173,1,975040289
3555,57,1,966807217
1638,127,1,974773572
2336,151,1,974423563
880,2019,1,1013537354
5957,386,1,957063725
3625,259,1,966614871
1068,2414,1,974944351
4362,675,1,965183767
2097,1192,1,974655801
3985,638,1,965608143
996,541,1,975206556
4724,1072,1,963369744
3247,111,1,968303290
5247,385,1,961365172
423,435,1,1020963087
4084,1406,1,965539914
678,9,1,975607846
2187,1908,1,974613417
5887,1395,1,957479653
140,1185,1,977357373
3717,1619,1,966263946
1962,1517,1,974686199
1180,1536,1,976059364
5226,1118,1,961476515
5332,286,1,1009093636
2494,2499,1,974096859
2222,3096,1,975264095
2140,509,1,974636670
66,104,1,977883977
3128,800,1,969281574
3859,2436,1,965861028
4219,1492,1,965371027
3597,1146,1,966626760
1448,479,1,976314221
1666,922,1,975016116
1108,1153,1,974919915
3080,33,1,969802310
2269,762,1,974575304
1129,130,1,975363835
5038,2168,1,962513012
5952,376,1,957142835
5270,1537,1,961140057
6029,775,1,956718688
5080,176,1,966281582
4651,7,1,963949900
953,350,1,975135293
5529,628,1,959623587
2317,847,1,974477135
4822,596,1,963010162
2456,391,1,974179111
4088,2466,1,965537576
2916,105,1,971729753
4854,1185,1,962845946
4472,470,1,965064703
5556,553,1,959440416
154,180,1,977255984
3370,565,1,967609549
1979,571,1,974773247
4168,2753,1,976588203
1519,5,1,974745220
3617,176,1,967121381
3674,1702,1,966365807
4193,2309,1,965323850
6015,2101,1,956779853
1684,350,1,974714333
1003,642,1,975048896
4851,18,1,962850459
2827,2279,1,972596402
2236,895,1,974600399
5697,717,1,958594962
1332,519,1,974775840
5953,26,1,957129343
4988,2101,1,962592440
3204,983,1,968563899
4569,403,1,964468933
2483,1666,1,974147655
4032,1783,1,965512636
3769,382,1,966049436
1697,322,1,974773363
4511,179,1,964979502
5858,84,1,957689257
2463,669,1,974166461
3772,41,1,966046382
5243,1161,1,961383133
3745,292,1,966138498
636,1185,1,975735910
3897,176,1,965776532
2246,547,1,979275514
2678,404,1,973403025
5873,176,1,957796037
3723,1428,1,966223712
299,134,1,976506078
309,1,1,976483163
4921,1200,1,962667687
5393,223,1,980667030
3864,2036,1,965853487
2962,280,1,971126398
4207,547,1,965320518
2592,1507,1,973824123
1241,419,1,975642606
2877,720,1,972790568
260,2448,1,976672158
5698,1004,1,958597505
954,776,1,975210436
3768,587,1,966059200
4807,1102,1,962947518
1483,454,1,997820912
5987,33,1,959974349
3194,922,1,968641795
1732,668,1,1014008366
3770,720,1,966049500
1887,646,1,974694200
3537,120,1,966883657
3723,274,1,966222122
1732,2651,1,983485624
1180,2714,1,975013344
4477,1641,1,983907719
2333,858,1,974429465
2462,127,1,974224029
3840,1894,1,965999696
542,2235,1,976157026
3952,8,1,1030163132
1937,2286,1,974690561
1590,664,1,974740209
1154,246,1,974867265
2066,1704,1,974658625
5300,939,1,960975423
913,799,1,975203612
34,258,1,978102899
386,842,1,977280197
3299,1537,1,968071027
4436,317,1,965097225
4507,1732,1,964980662
4851,505,1,962849698
4979,184,1,962598772
4380,1470,1,965175459
2903,489,1,971841869
4344,2086,1,966267740
2358,860,1,986045460
1769,1212,1,974703686
5073,493,1,962430419
5963,1919,1,956995950
1049,73,1,974962869
2755,94,1,973193121
267,688,1,976655284
3240,1233,1,968348266
5328,535,1,1045895941
5200,560,1,961647387
3820,2232,1,965944851
2101,2433,1,974654526
3232,346,1,968380452
577,184,1,975979042
4311,1381,1,965506825
4256,95,1,965305556
1608,115,1,974837513
1271,48,1,974814456
1683,331,1,974708971
5649,423,1,958868580
2866,3,1,972460526
858,1679,1,975344663
1394,526,1,975012963
2001,1991,1,974678002
5959,737,1,957029437
6009,646,1,956858193
1495,1186,1,974754774
1638,184,1,974716165
1529,1014,1,974744834
4276,206,1,967620201
3098,599,1,969594954
2179,1607,1,974610766
4321,2149,1,965249614
2886,383,1,972176659
3188,1058,1,969861050
1919,112,1,974696282
3859,64,1,965860415
1465,1309,1,974756191
5523,1827,1,959638805
1180,104,1,976056908
3767,1576,1,987188231
4735,2988,1,963630157
5332,896,1,960827362
1982,1462,1,975023891
921,150,1,975212694
3828,3419,1,965939516
2561,861,1,973981225
5314,69,1,960918984
3402,54,1,967429124
73,1646,1,993339349
2401,1393,1,974263598
4657,836,1,963967683
898,721,1,975217765
5761,739,1,958220429
5444,132,1,959972728
3829,529,1,965932471
4276,1715,1,965387059
2016,167,1,974675829
3692,1715,1,966304424
5765,67,1,958177113
3291,534,1,968127361
1736,263,1,976062321
5549,202,1,959621556
307,272,1,995833983
3429,30,1,967343007
5887,1497,1,957479938
4216,44,1,965316664
1940,993,1,974692745
5711,1018,1,958512686
5560,48,1,959374294
4509,3210,1,966788437
1604,1564,1,975602127
1500,1193,1,975354345
3546,600,1,966914745
3652,394,1,966453772
720,1681,1,976463113
1180,1620,1,974984477
2105,2774,1,999574659
4625,3072,1,964116646
3449,39,1,967243726
4445,857,1,965542313
1488,481,1,974756105
3429,586,1,969162380
3858,155,1,966019151
3166,58,1,968816378
1087,1192,1,974936213
4291,775,1,965274556
2166,2019,1,974612694
4939,382,1,1022015639
5547,361,1,959480673
4255,756,1,965305906
1940,1732,1,974851086
4267,741,1,965304303
1254,282,1,974823966
2281,116,1,978399344
3489,206,1,967048663
1426,1181,1,974840189
4168,1225,1,978662997
2019,1563,1,974680711
1740,951,1,974707563
1555,113,1,974748718
4910,1365,1,962677661
5269,2378,1,961161700
6039,399,1,956716263
5732,1311,1,958432899
4487,73,1,965014866
2375,314,1,974334275
2937,88,1,971448428
3517,1023,1,1042748869
2899,7,1,971904212
1116,766,1,976592651
4770,1545,1,963446010
2347,546,1,974419291
532,3199,1,976141348
1316,898,1,974842250
1446,237,1,981016473
5245,935,1,961374699
5484,646,1,959833073
4697,819,1,963588106
1995,68,1,975688959
5596,325,1,959214381
4042,1439,1,965504289
1544,132,1,974744217
2908,155,1,971968825
5900,60,1,957396409
1931,116,1,974705177
1087,861,1,995822763
3584,49,1,966696707
4115,72,1,965363349
3317,716,1,967928417
880,425,1,1014314105
3984,2057,1,975726678
1063,1528,1,974947988
4610,1335,1,964154543
4956,1685,1,962908367
3322,733,1,968978236
827,126,1,975371955
302,895,1,976506460
3006,683,1,970540546
1951,170,1,976646225
2933,903,1,971488929
3454,107,1,967233096
2669,1789,1,973548398
5785,888,1,958268561
5226,1073,1,961476170
549,2523,1,976169653
2367,917,1,974340482
1346,1323,1,974772410
2450,1817,1,974488982
1028,177,1,980037102
3530,51,1,966997315
1597,1198,1,974735061
3956,1563,1,965672630
4599,491,1,967478169
1733,48,1,974705028
5099,96,1,962362333
425,113,1,976598285
1049,2055,1,974966720
3822,1109,1,965942374
5222,837,1,963236853
2270,1080,1,974577177
4822,1927,1,1008914955
1293,19,1,974874426
148,287,1,978190285
3258,50,1,968275274
5362,590,1,960506343
4168,367,1,979527837
730,729,1,975529830
1687,354,1,974709392
5626,635,1,959047992
2886,213,1,972140370
5447,1264,1,959975336
3481,22,1,967069659
969,64,1,975110688
330,2431,1,976849719
1819,255,1,974699904
1107,1005,1,974919480
2543,273,1,978971019
326,2534,1,976399585
5711,2537,1,958512743
5642,2069,1,963718376
4304,76,1,965264892
3409,141,1,967416636
414,304,1,977500599
1883,101,1,975736097
328,631,1,977845448
1124,800,1,974926848
2792,3043,1,972935721
3984,59,1,965625501
1447,1256,1,976139281
1262,733,1,974819914
4442,199,1,965095925
720,1711,1,975776416
3390,284,1,1046118261
4542,787,1,975662966
4424,1046,1,965109094
4330,812,1,965240982
32,392,1,978109231
3930,762,1,966303954
2094,311,1,974654360
4363,1141,1,965185555
3186,743,1,968677207
4805,605,1,962937341
1087,2025,1,998456884
5274,538,1,961110213
1674,909,1,974709343
4353,1724,1,966753903
47,85,1,978012517
1179,44,1,974855796
4883,711,1,962746257
1387,322,1,974765518
1740,111,1,974710886
4501,1286,1,965094490
4414,994,1,965160534
5760,690,1,982012575
4999,1292,1,962594346
868,212,1,975279358
1139,151,1,974880745
765,15,1,975450119
933,412,1,975184082
1615,163,1,974734901
5503,1350,1,959736005
3820,2031,1,965944880
3473,209,1,967133838
5554,30,1,959648574
481,98,1,976242254
474,2212,1,976221901
5322,127,1,960847868
1021,1070,1,975007661
1777,2959,1,976178533
4840,205,1,963431430
5252,1126,1,961292787
3776,43,1,966035736
4481,453,1,965018645
4226,1273,1,965319070
1394,791,1,975005833
3793,243,1,966015391
3409,348,1,967418160
673,629,1,975694752
1911,2131,1,1021795546
3031,2338,1,970349287
3807,441,1,965963459
2933,2093,1,971492672
1324,1133,1,974777657
979,620,1,975730880
4447,290,1,966452248
4999,2483,1,962590165
2884,687,1,972185320
3715,760,1,966266535
4388,474,1,965165369
998,132,1,975044038
3975,284,1,965652406
735,164,1,1045711313
1290,128,1,974789337
1736,336,1,976059271
99,1003,1,977594172
2307,880,1,974488034
5099,1753,1,967806024
2250,794,1,974596880
1604,825,1,975381953
4963,2232,1,962617454
2180,988,1,974666940
2945,251,1,971275771
5034,1038,1,962556124
4727,1848,1,963354085
5853,760,1,958272348
3884,213,1,967653265
3760,1011,1,966093354
3823,39,1,978123263
3363,904,1,967670071
4456,321,1,965075623
4057,20,1,996713089
530,12,1,994345718
5041,89,1,962656120
3647,60,1,994801774
3922,27,1,965711125
1068,330,1,974943840
3704,1573,1,966281949
1888,1590,1,976433008
5458,927,1,959912430
1586,1650,1,974740182
4687,175,1,963618565
997,536,1,975192410
3638,385,1,966489359
1747,3071,1,1012946856
1979,2077,1,1031534247
2452,57,1,980727408
776,1332,1,980533177
5537,19,1,959558674
5166,669,1,961897609
888,1513,1,975250320
2924,1889,1,971578606
4477,220,1,983909385
2317,577,1,974477135
2669,386,1,973540667
519,876,1,976205557
5481,1310,1,959867051
3820,1162,1,974758570
4475,1002,1,965059940
3657,1824,1,971900700
156,1666,1,977250226
4226,954,1,965314334
4434,454,1,965098138
5895,32,1,957458774
5083,40,1,962399881
1616,2349,1,974729261
1691,124,1,974710449
3223,415,1,968444751
1675,1415,1,974799965
1243,186,1,975339925
223,796,1,976833928
1495,2389,1,974750949
4145,76,1,965343382
5064,84,1,962478301
2101,746,1,974654473
5568,23,1,959307117
1447,175,1,977326194
3162,1329,1,968881913
4237,1050,1,965415480
4025,745,1,965520914
1698,714,1,981322767
4657,2655,1,963879908
2966,664,1,971126917
3609,867,1,977887454
821,443,1,975812819
1033,1131,1,974995697
2175,1605,1,974611022
1627,512,1,974719017
5924,2039,1,957294769
2694,766,1,973310196
14,186,1,978212645
4403,529,1,965156542
628,568,1,975785047
3482,745,1,986327311
2254,600,1,974591552
548,553,1,976119114
3086,1724,1,969681456
5748,2353,1,962844702
2836,148,1,972573659
4410,1171,1,970361627
3623,931,1,966563440
3470,316,1,973296031
1067,970,1,975014070
1131,324,1,974888457
3589,1231,1,1035767062
3327,1897,1,967917343
3708,2844,1,966275363
3474,632,1,1015302683
5321,754,1,1025710301
1344,657,1,974776068
4203,428,1,965322247
4065,366,1,965471024
5613,336,1,959189775
2108,1458,1,974654310
2292,324,1,974509805
5500,1337,1,959799768
5537,1501,1,959558342
2046,537,1,974665485
5047,127,1,962496815
330,502,1,976849972
4601,1488,1,978838176
2212,533,1,975554213
5403,565,1,960255528
5076,633,1,962565848
1499,13,1,988252171
3723,1853,1,966223213
2108,35,1,974661137
3774,2003,1,966040299
3626,475,1,966549755
5447,2,1,959965822
4590,2386,1,964328930
4938,1256,1,962790866
1355,307,1,974772585
4293,40,1,965274439
5358,1073,1,975945240
2910,132,1,971795967
4569,246,1,964468717
3502,177,1,967749601
2768,7,1,973116675
5732,160,1,1016340736
5538,1847,1,959919160
1245,676,1,975071825
1926,2131,1,974689814
2839,737,1,972568764
5301,1426,1,961085591
4412,2308,1,965147692
3594,231,1,966630460
1605,1168,1,974736108
3411,150,1,968725914
4715,2451,1,963436689
2590,664,1,973830261
562,580,1,976044965
5374,2816,1,960414373
2565,45,1,973967105
1154,990,1,974866648
2819,2357,1,972658348
981,417,1,975102266
1987,2267,1,975119550
4587,926,1,964316716
5267,1245,1,961171346
5822,644,1,957901093
2115,1524,1,975373575
1823,129,1,977202915
2062,2838,1,974663552
5407,1000,1,960245796
5604,794,1,987374393
122,1308,1,978047988
1776,2705,1,974700450
3229,117,1,968391653
2424,33,1,974240594
194,236,1,1026164218
5219,1473,1,961544278
3748,138,1,966133888
5333,2910,1,960796159
1566,321,1,974739630
5758,1586,1,959818030
4523,2993,1,964815190
4127,1200,1,965353307
1798,795,1,974700897
2862,116,1,972502003
1638,350,1,974839875
4504,167,1,964981788
4828,2125,1,964233431
341,592,1,976337668
5995,127,1,957298056
2122,1685,1,974645278
5892,392,1,957463955
5160,994,1,961907637
3236,281,1,968357788
2430,105,1,974224125
1446,968,1,981020553
4040,104,1,965503423
4125,64,1,973570466
1999,529,1,983845043
1973,829,1,974688082
3016,1599,1,970530744
3011,1836,1,1044066532
1259,541,1,974925428
3506,97,1,966974709
3348,3055,1,967752530
3166,2911,1,968820224
4645,3,1,963968747
653,142,1,975701817
2163,2674,1,974618196
542,1212,1,976214831
1016,2970,1,975012354
4674,60,1,963740097
5660,77,1,958779508
4823,669,1,963437091
2898,862,1,971919629
1599,2502,1,974732773
5119,1559,1,962256672
5953,2073,1,957652190
1811,659,1,974845229
5368,164,1,960489344
3798,537,1,966007575
5754,606,1,958280068
1245,575,1,974892125
341,643,1,976338875
876,487,1,975272771
2171,588,1,1014438429
2906,1280,1,971839804
460,2389,1,976230268
4216,660,1,966188756
1836,479,1,974842354
272,2524,1,976773605
4978,470,1,962603943
5660,9,1,958778796
928,921,1,975566180
4561,729,1,967429948
5496,527,1,959805943
523,154,1,976171360
295,1118,1,976521832
1544,794,1,974745137
135,1115,1,977421741
6035,1491,1,956712862
145,504,1,979941234
273,919,1,976593633
4079,208,1,965442548
1842,499,1,974696831
5887,2872,1,957794990
6035,515,1,956709578
3009,762,1,970523098
3987,124,1,965709215
1721,1984,1,974706178
972,722,1,975106477
5354,59,1,960693955
4321,1131,1,965387385
3640,945,1,966482186
530,1258,1,978729988
5503,1839,1,959735707
5492,730,1,1004129855
2375,358,1,974334523
5421,505,1,960254347
5000,576,1,1019973149
5516,135,1,959778882
4114,19,1,965364468
4951,145,1,962639145
1220,160,1,974839052
2383,210,1,974313443
5888,1764,1,961533687
1591,1523,1,974736063
475,1360,1,976223572
2482,1555,1,974146378
743,1119,1,975468818
3473,2153,1,967132241
1201,484,1,974855046
448,1576,1,976234804
2760,841,1,973149186
443,22,1,976241049
4053,736,1,965501157
52,421,1,977979551
3414,145,1,967518126
4350,1200,1,965438307
4898,145,1,969318523
5748,141,1,962843341
4795,1748,1,962988247
2288,51,1,974517939
3472,2329,1,978367331
3266,515,1,968202972
5549,1714,1,959471939
3117,560,1,969407469
5830,1939,1,957902128
421,766,1,1010947709
3314,584,1,967942797
3715,2541,1,966267348
5383,45,1,960332195
3877,668,1,965836587
407,702,1,1020427171
4646,1967,1,963966117
5419,2198,1,960158643
678,41,1,975608045
1218,533,1,1026143694
1919,664,1,974696141
769,1216,1,975442781
2000,363,1,974678753
2258,986,1,974590920
1860,1314,1,974696854
118,1854,1,977468179
2058,17,1,974750663
2499,2943,1,974086991
3736,1363,1,966189656
4089,2524,1,965425962
4435,541,1,965096866
5801,26,1,958002008
2105,2288,1,981258943
1987,41,1,975119491
3884,967,1,965810769
1700,53,1,1009698288
3549,439,1,967155788
1732,1919,1,986711635
122,283,1,978185420
3966,2141,1,967553200
337,2502,1,988170453
756,894,1,975543047
3818,605,1,965949209
5568,1596,1,959307975
1911,1472,1,1025140669
4411,919,1,965151063
1873,425,1,974693874
1022,420,1,975003606
4913,1258,1,962677135
926,1395,1,979433076
3588,76,1,966656480
3308,990,1,967967096
4336,2138,1,965237548
2768,28,1,973117529
5037,280,1,963798139
643,44,1,975717342
5604,23,1,959196808
2995,810,1,972767508
3556,1102,1,966806434
3191,149,1,968645105
959,551,1,975124729
2887,573,1,972058704
5289,1348,1,961078053
3481,775,1,967069901
5732,15,1,958431112
3179,2431,1,968803431
318,2498,1,989110733
1120,417,1,974913224
2623,1035,1,973652874
1382,152,1,974767879
2278,1925,1,974561535
1058,176,1,974953908
3610,864,1,966611018
3096,1385,1,969637398
1881,77,1,974705302
3649,480,1,966460018
4816,47,1,962923848
1586,228,1,974742589
3820,2891,1,975781416
717,10,1,975528604
2021,83,1,1000592178
838,163,1,975360099
4482,1405,1,965016049
5365,167,1,960501774
2483,1794,1,974146392
3142,23,1,969493079
4332,1724,1,965243047
677,483,1,989239236
2775,1431,1,973054957
1469,951,1,974915386
3073,184,1,982532852
4574,1519,1,964446329
1127,22,1,974907927
5457,372,1,959911227
4353,316,1,965194247
5139,189,1,962059284
2014,936,1,974675489
1675,2657,1,974710210
5542,842,1,959878258
3692,586,1,966304272
1911,1652,1,1019065883
3587,64,1,966659176
4226,622,1,965314948
